[DEBUG] 2018-05-07 16:05:12.963 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@4fb1b43e
[DEBUG] 2018-05-07 16:05:12.966 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@356c7ef2
[DEBUG] 2018-05-07 16:05:12.968 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@7753ab0
[DEBUG] 2018-05-07 16:05:12.968 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@7753ab0
[DEBUG] 2018-05-07 16:05:12.968 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@7753ab0
[DEBUG] 2018-05-07 16:05:12.971 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@2c524f6a
[DEBUG] 2018-05-07 16:05:12.971 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@2c524f6a
[DEBUG] 2018-05-07 16:05:12.971 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@2c524f6a
[DEBUG] 2018-05-07 16:05:12.973 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@5777f2ca
[DEBUG] 2018-05-07 16:05:12.975 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@5725408f
[DEBUG] 2018-05-07 16:05:12.986 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@148f40a2
[DEBUG] 2018-05-07 16:05:12.986 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@148f40a2
[DEBUG] 2018-05-07 16:05:12.987 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@104f2087
[DEBUG] 2018-05-07 16:05:12.997 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@779a2f6d
[DEBUG] 2018-05-07 16:05:12.997 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@779a2f6d
[DEBUG] 2018-05-07 16:05:13.005 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@456f247d
[DEBUG] 2018-05-07 16:05:13.006 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@456f247d
[DEBUG] 2018-05-07 16:05:13.007 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@188d76fb
[DEBUG] 2018-05-07 16:05:13.008 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@11326fe3
[DEBUG] 2018-05-07 16:05:13.011 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@a1b6633
[DEBUG] 2018-05-07 16:05:13.018 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@57c8e258
[DEBUG] 2018-05-07 16:05:13.018 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@57c8e258
[DEBUG] 2018-05-07 16:05:13.020 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@7a9bc83e
[DEBUG] 2018-05-07 16:05:13.020 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@6ad13f17
[DEBUG] 2018-05-07 16:05:13.020 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@440acb2b
[DEBUG] 2018-05-07 16:05:13.020 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@26a4e246
[DEBUG] 2018-05-07 16:05:13.020 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@2da0494
[DEBUG] 2018-05-07 16:05:13.020 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@6190ba5f
[DEBUG] 2018-05-07 16:05:13.020 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@735166d5
[DEBUG] 2018-05-07 16:05:13.021 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@72e60c2b
[DEBUG] 2018-05-07 16:05:13.040 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@3c014129
[DEBUG] 2018-05-07 16:05:13.041 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@3c014129
[DEBUG] 2018-05-07 16:05:13.041 [http-nio-8080-exec-10] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@3c014129
